,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,-9999,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec
10,Marc Albrighton,ENG,FWMF,Leicester City,33,1989,6,1,237,2.6,1,0,1,1,0,0,0,0,0.3,0.3,0.9,1.3,4,7,18,0.38,0.0,0.38,0.38,0.38,0.13,0.34,0.48,0.13,0.48,Matches,b827d5b3,2,1,50.0,0.76,0.38,0.5,1.0,8.0,0,0.17,0.7,0.7,89,148,60.1,1440,551,48,60,80.0,23,34,67.6,12,34,35.3,0.4,-0.9,6,6,5,2,7,2.66,5,2,0,0,0,0,0.0,0,0,0,0,0,0,4,1,0,2,2,1,12.5,7,6,4,1,5,5,0,173,6,5,173,2,100.0,0,0.0,83,0,4,2,116
11,Thiago Alcántara,ESP,MF,Liverpool,32,1991,18,14,1254,13.9,0,0,0,0,0,0,2,0,0.4,0.4,1.1,1.5,13,120,24,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11,Matches,77e84962,10,1,10.0,0.72,0.07,0.0,0.0,24.1,0,0.05,-0.4,-0.4,946,1097,86.2,17219,4988,433,466,92.9,346,392,88.3,136,172,79.1,1.3,-1.1,17,110,20,1,41,2.94,33,0,3,1,3,2,0.14,2,0,0,0,0,0,43,24,20,21,2,14,60.9,9,15,12,21,64,13,2,1251,45,8,1251,21,70.0,4,13.3,718,0,13,22,910
12,Carlos Alcaraz,ARG,MFFW,Southampton,20,2002,12,7,556,6.2,3,1,4,3,0,0,2,0,1.0,1.0,0.5,1.6,9,14,21,0.49,0.16,0.65,0.49,0.65,0.16,0.09,0.25,0.16,0.25,Matches,4abac767,19,8,42.1,2.65,1.11,0.16,0.38,20.0,0,0.06,1.9,1.9,150,195,76.9,2102,457,80,94,85.1,54,62,87.1,4,15,26.7,0.4,0.5,3,13,4,0,16,2.23,8,0,2,2,1,2,0.28,1,0,0,1,0,0,5,3,0,4,1,3,25.0,9,11,7,1,6,9,0,295,11,20,295,8,50.0,5,31.3,176,1,24,19,202
13,Trent Alexander-Arnold,ENG,DF,Liverpool,24,1998,31,28,2383,26.5,1,7,8,1,0,0,4,0,1.8,1.8,8.9,10.6,35,194,122,0.04,0.26,0.3,0.04,0.3,0.07,0.33,0.4,0.07,0.4,Matches,cd1acf9d,28,4,14.3,1.06,0.15,0.04,0.25,23.0,4,0.06,-0.8,-0.8,1761,2351,74.9,33251,13155,814,913,89.2,656,837,78.4,262,515,50.9,7.4,-1.9,60,183,65,22,99,3.74,61,31,2,1,0,13,0.49,10,2,1,0,0,0,50,35,28,14,8,36,57.1,27,24,18,39,89,33,2,2575,80,36,2575,18,66.7,7,25.9,1441,6,30,17,1652
14,Alisson,BRA,GK,Liverpool,30,1992,32,32,2880,32.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,0,2,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches,7a2e46a8,0,0,,0.0,0.0,,,,0,,0.0,0.0,1090,1272,85.7,25264,16273,279,281,99.3,568,577,98.4,239,405,59.0,0.0,0.7,1,14,0,0,3,0.09,3,0,0,0,0,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,3,0,0,15,0,1341,1000,0,1341,1,100.0,0,0.0,854,0,1,0,786
15,Dele Alli,ENG,MF,Everton,27,1996,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cea4ee8f,0,0,,0.0,0.0,,,,0,,0.0,0.0,12,15,80.0,123,10,6,8,75.0,4,5,80.0,0,0,,0.0,0.0,0,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,20,0,2,20,0,0.0,1,100.0,11,0,3,1,14
16,Miguel Almirón,PAR,FW,Newcastle Utd,29,1994,27,24,2038,22.6,11,1,12,11,0,0,2,0,6.3,6.3,1.7,8.0,64,107,215,0.49,0.04,0.53,0.49,0.53,0.28,0.07,0.35,0.28,0.35,Matches,862a1c15,54,17,31.5,2.31,0.73,0.2,0.65,16.6,0,0.12,4.6,4.6,683,829,82.4,9278,2307,423,471,89.8,198,243,81.5,26,36,72.2,2.2,-0.8,21,39,26,3,70,2.99,51,2,7,3,0,11,0.47,4,1,4,2,0,0,38,26,12,17,9,15,51.7,14,23,21,7,45,14,0,1091,20,104,1091,25,39.1,28,43.8,697,21,40,20,773
17,Julián Álvarez,ARG,FWMF,Manchester City,23,2000,24,7,917,10.2,7,0,7,6,1,1,0,0,5.2,4.4,1.3,5.7,22,24,58,0.69,0.0,0.69,0.59,0.59,0.51,0.13,0.64,0.44,0.56,Matches,15ab5a2b,30,13,43.3,2.94,1.28,0.2,0.46,14.7,0,0.15,1.8,1.6,229,295,77.6,3055,475,135,162,83.3,57,76,75.0,15,20,75.0,0.9,-1.3,12,13,8,2,33,3.24,25,0,3,1,0,2,0.2,1,0,0,1,0,0,16,10,2,8,6,3,17.6,14,11,11,1,17,5,0,389,7,53,388,10,62.5,5,31.3,218,12,17,14,287
18,Daniel Amartey,GHA,DF,Leicester City,28,1994,20,18,1610,17.9,0,0,0,0,0,0,1,0,1.1,1.1,0.5,1.6,23,66,5,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,1a4ef233,6,2,33.3,0.34,0.11,0.0,0.0,17.4,0,0.18,-1.1,-1.1,1015,1114,91.1,17506,6591,442,473,93.4,498,526,94.7,62,91,68.1,0.4,-0.5,5,58,1,0,15,0.84,15,0,0,0,0,1,0.06,1,0,0,0,0,0,19,8,13,5,1,12,85.7,2,24,7,8,27,71,0,1279,185,9,1279,2,40.0,2,40.0,779,0,8,4,909
19,Joachim Andersen,DEN,DF,Crystal Palace,26,1996,27,27,2332,25.9,1,0,1,1,0,0,7,0,1.6,1.6,1.1,2.6,7,75,6,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1,Matches,e34fc66d,20,9,45.0,0.77,0.35,0.05,0.11,14.6,1,0.08,-0.6,-0.6,1254,1591,78.8,29554,11315,285,318,89.6,724,793,91.3,239,447,53.5,0.7,-1.1,10,108,7,1,17,0.66,14,2,0,1,0,1,0.04,0,1,0,0,0,0,29,12,19,10,0,13,48.1,14,24,12,21,50,168,0,1879,326,29,1879,5,62.5,3,37.5,1032,2,8,2,1202
20,Elliot Anderson,SCO,FWMF,Newcastle Utd,20,2002,15,1,209,2.3,0,0,0,0,0,0,0,0,0.8,0.8,0.7,1.6,16,10,19,0.0,0.0,0.0,0.0,0.0,0.35,0.31,0.67,0.35,0.67,Matches,de31038e,7,3,42.9,2.96,1.27,0.0,0.0,13.0,0,0.12,-0.8,-0.8,79,106,74.5,1144,372,43,51,84.3,28,33,84.8,3,5,60.0,0.9,-0.7,5,9,2,0,14,5.89,8,0,2,4,0,0,0.0,0,0,0,0,0,0,9,5,5,2,2,5,55.6,4,8,7,4,13,0,0,167,2,29,167,5,25.0,10,50.0,93,8,4,9,105
21,Jaidon Anthony,ENG,MFFW,Bournemouth,23,1999,25,10,1104,12.3,3,0,3,3,0,0,2,0,2.2,2.2,1.0,3.2,27,45,67,0.24,0.0,0.24,0.24,0.24,0.18,0.08,0.26,0.18,0.26,Matches,e4238fb1,21,12,57.1,1.71,0.98,0.14,0.25,19.1,2,0.1,0.8,0.8,339,460,73.7,5083,1400,194,224,86.6,100,136,73.5,26,49,53.1,1.1,-1.0,11,20,18,7,35,2.85,26,3,3,1,1,2,0.16,1,0,0,0,1,0,28,16,14,8,6,7,31.8,15,22,21,9,37,16,0,630,16,32,630,13,30.2,29,67.4,369,12,22,16,402
22,Michail Antonio,JAM,FW,West Ham,33,1990,29,17,1525,16.9,4,3,7,4,0,0,2,0,5.0,5.0,1.2,6.2,37,24,97,0.24,0.18,0.41,0.24,0.41,0.29,0.07,0.37,0.29,0.37,Matches,ac05f970,32,11,34.4,1.89,0.65,0.13,0.36,12.0,0,0.16,-1.0,-1.0,159,295,53.9,2332,428,93,137,67.9,51,94,54.3,11,30,36.7,0.7,1.8,14,12,6,2,36,2.12,21,0,6,5,0,8,0.47,5,0,2,1,0,0,13,7,1,7,5,3,37.5,5,12,8,5,18,5,0,496,11,67,496,18,35.3,25,49.0,319,15,61,38,400
23,Antony,BRA,FW,Manchester Utd,23,2000,18,17,1366,15.2,4,1,5,4,0,0,4,0,4.8,4.8,1.7,6.5,70,54,125,0.26,0.07,0.33,0.26,0.33,0.32,0.11,0.43,0.32,0.43,Matches,99127249,54,21,38.9,3.38,1.32,0.07,0.19,20.0,0,0.09,-0.8,-0.8,513,648,79.2,6549,1468,360,404,89.1,107,148,72.3,19,37,51.4,1.8,-0.8,18,22,25,1,58,3.63,47,0,4,3,1,5,0.31,4,0,1,0,0,0,21,8,9,8,4,8,38.1,13,14,14,10,31,4,0,850,8,61,850,20,33.3,33,55.0,622,24,31,8,649
24,Cameron Archer,ENG,FWMF,Aston Villa,21,2001,6,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,8,12,66.7,108,44,5,5,100.0,3,5,60.0,0,0,,0.0,0.0,0,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,15,0,3,15,1,100.0,0,0.0,15,1,2,3,13
25,Alphonse Areola,FRA,GK,West Ham,30,1993,5,2,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2f965a72,0,0,,0.0,0.0,,,,0,,0.0,0.0,67,92,72.8,1737,1323,25,25,100.0,22,22,100.0,19,43,44.2,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,98,91,0,98,0,,0,,53,0,0,0,42
26,Joe Aribo,NGA,MFFW,Southampton,26,1996,20,12,1155,12.8,2,0,2,2,0,0,2,0,1.5,1.5,0.8,2.3,19,39,62,0.16,0.0,0.16,0.16,0.16,0.12,0.06,0.18,0.12,0.18,Matches,328f7d51,14,8,57.1,1.09,0.62,0.14,0.25,10.9,0,0.11,0.5,0.5,268,369,72.6,3398,898,182,235,77.4,60,81,74.1,9,12,75.0,0.5,-0.8,9,20,9,0,26,2.03,22,0,1,1,1,1,0.08,0,0,1,0,0,0,30,19,14,12,4,11,57.9,8,13,12,8,38,10,0,538,13,46,538,17,43.6,21,53.8,284,7,32,20,340
27,Adam Armstrong,ENG,FW,Southampton,26,1997,25,13,1187,13.2,1,1,2,1,0,0,2,0,1.6,1.6,0.7,2.3,37,15,60,0.08,0.08,0.15,0.08,0.15,0.12,0.05,0.17,0.12,0.17,Matches,68c720b5,23,11,47.8,1.64,0.78,0.04,0.09,16.1,0,0.08,-0.8,-0.8,213,291,73.2,3131,573,116,140,82.9,68,86,79.1,13,22,59.1,0.8,0.3,10,12,10,2,22,1.57,19,0,2,1,0,1,0.07,1,0,0,0,0,0,13,8,5,5,3,2,22.2,7,15,12,4,17,6,0,441,10,44,441,13,31.7,23,56.1,248,10,24,22,265
28,Stuart Armstrong,SCO,MFFW,Southampton,31,1992,26,11,1114,12.4,1,0,1,1,0,0,5,0,1.6,1.6,1.7,3.3,45,60,67,0.08,0.0,0.08,0.08,0.08,0.13,0.14,0.27,0.13,0.27,Matches,97333cf5,20,4,20.0,1.57,0.31,0.05,0.25,18.9,0,0.08,-0.6,-0.6,445,569,78.2,6783,1922,241,280,86.1,160,192,83.3,27,47,57.4,2.3,-1.8,15,41,26,6,44,3.46,35,0,0,4,0,1,0.08,0,0,0,0,1,0,26,17,10,13,3,13,38.2,21,15,15,8,34,7,0,729,17,31,729,18,40.9,19,43.2,455,7,24,23,513
29,Kepa Arrizabalaga,ESP,GK,Chelsea,28,1994,24,24,2115,23.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,28d596a0,0,0,,0.0,0.0,,,,0,,0.0,0.0,716,867,82.6,16006,9470,233,235,99.1,319,323,98.8,162,306,52.9,0.0,0.0,0,5,0,0,1,0.04,1,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,2,66.7,1,0,0,0,2,15,2,925,724,0,925,1,100.0,0,0.0,548,0,1,0,492
30,Pierre-Emerick Aubameyang,GAB,FW,Chelsea,33,1989,14,4,509,5.7,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,9,3,28,0.18,0.0,0.18,0.18,0.18,0.26,0.07,0.33,0.26,0.33,Matches,d5dd5f1f,16,7,43.8,2.83,1.24,0.06,0.14,13.7,0,0.09,-0.5,-0.5,76,105,72.4,974,198,52,66,78.8,20,24,83.3,2,4,50.0,0.2,-0.4,4,2,2,1,8,1.41,6,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1,2,2,2,3,4,2,152,6,22,152,3,60.0,2,40.0,83,4,10,4,113
31,Ludwig Augustinsson,SWE,DF,Aston Villa,29,1994,3,1,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,9fec8860,2,1,50.0,2.34,1.17,0.0,0.0,12.7,0,0.04,-0.1,-0.1,26,43,60.5,421,176,13,16,81.3,10,16,62.5,2,8,25.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,,0,0,0,0,1,1,0,51,3,2,51,0,0.0,1,100.0,29,0,0,0,21
32,Serge Aurier,CIV,DF,Nott'ham Forest,30,1992,19,17,1520,16.9,1,0,1,1,0,0,2,0,0.7,0.7,1.0,1.7,33,59,43,0.06,0.0,0.06,0.06,0.06,0.04,0.06,0.1,0.04,0.1,Matches,5c2b4f07,8,3,37.5,0.47,0.18,0.13,0.33,14.7,0,0.09,0.3,0.3,584,818,71.4,8842,3789,330,402,82.1,205,290,70.7,34,75,45.3,0.8,-1.0,10,36,12,6,22,1.3,18,1,0,2,1,0,0.0,0,0,0,0,0,0,52,35,34,15,3,18,69.2,8,29,20,25,77,57,0,1055,81,10,1055,11,45.8,8,33.3,449,0,24,14,485
33,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,25,1997,22,12,1025,11.4,4,1,5,4,0,0,1,0,5.5,5.5,1.1,6.6,13,10,41,0.35,0.09,0.44,0.35,0.44,0.48,0.09,0.58,0.48,0.58,Matches,e5478b87,27,9,33.3,2.37,0.79,0.15,0.44,12.1,0,0.21,-1.5,-1.5,113,164,68.9,1332,226,78,100,78.0,27,38,71.1,1,5,20.0,0.3,-0.1,9,5,2,0,22,1.93,16,0,1,2,1,3,0.26,2,0,0,1,0,0,13,9,1,9,3,5,62.5,3,15,11,3,16,12,0,321,14,43,321,5,27.8,10,55.6,188,7,49,23,208
34,Yasin Ayari,SWE,MF,Brighton,19,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.19,0.58,0.77,0.19,0.77,Matches,f173303a,1,0,0.0,8.18,0.0,0.0,,29.7,0,0.02,0.0,0.0,9,10,90.0,186,94,4,5,80.0,2,2,100.0,3,3,100.0,0.3,-0.1,1,3,1,0,2,16.36,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,1,0,0,12,0,0,12,0,,0,,9,0,0,0,10
35,André Ayew,GHA,FWMF,Nott'ham Forest,33,1989,11,1,277,3.1,0,0,0,0,0,1,0,0,1.0,0.3,0.0,0.3,3,7,15,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.08,0.08,Matches,5dbefa9d,3,1,33.3,0.97,0.32,0.0,0.0,19.3,0,0.09,-1.0,-0.3,44,63,69.8,555,89,34,41,82.9,9,17,52.9,0,1,0.0,0.0,0.0,0,2,0,0,2,0.65,1,1,0,0,0,0,0.0,0,0,0,0,0,0,5,3,0,4,1,2,50.0,2,4,4,0,5,6,0,90,9,8,89,1,25.0,2,50.0,36,2,3,4,55
36,Jordan Ayew,GHA,FWMF,Crystal Palace,31,1991,33,26,2271,25.2,3,2,5,3,0,0,3,0,2.8,2.8,2.6,5.3,69,53,146,0.12,0.08,0.2,0.12,0.2,0.11,0.1,0.21,0.11,0.21,Matches,da052c14,26,9,34.6,1.03,0.36,0.12,0.33,15.8,0,0.11,0.2,0.2,548,726,75.5,7313,1480,342,394,86.8,168,219,76.7,15,39,38.5,2.2,-0.6,26,30,13,6,66,2.62,43,0,8,6,3,4,0.16,2,0,0,1,1,0,60,39,21,19,20,19,42.2,26,31,29,15,75,29,0,1119,42,77,1119,52,41.9,49,39.5,669,24,91,68,769
37,Luke Ayling,ENG,DF,Leeds United,31,1991,24,17,1604,17.8,1,1,2,1,0,0,3,0,2.1,2.1,1.6,3.7,21,63,71,0.06,0.06,0.11,0.06,0.11,0.12,0.09,0.21,0.12,0.21,Matches,420d7c7d,19,4,21.1,1.07,0.22,0.05,0.25,15.9,0,0.11,-1.1,-1.1,644,924,69.7,10361,5347,360,416,86.5,216,304,71.1,54,128,42.2,1.9,-0.6,9,52,14,7,28,1.57,23,0,0,1,2,1,0.06,1,0,0,0,0,0,53,28,38,8,7,32,47.8,35,29,20,22,75,40,2,1152,61,45,1152,11,37.9,16,55.2,509,3,21,9,558
38,César Azpilicueta,ESP,DF,Chelsea,33,1989,20,12,1151,12.8,0,0,0,0,0,0,3,0,0.3,0.3,1.0,1.3,17,61,66,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.1,0.03,0.1,Matches,53cad200,7,1,14.3,0.55,0.08,0.0,0.0,18.4,0,0.05,-0.3,-0.3,674,840,80.2,10048,3464,379,412,92.0,270,333,81.1,15,63,23.8,1.0,-1.0,10,32,16,4,19,1.49,19,0,0,0,0,1,0.08,1,0,0,0,0,0,28,17,17,7,4,16,72.7,6,20,16,16,44,44,0,977,68,19,977,5,55.6,4,44.4,470,0,9,3,588
39,Benoît Badiashile,FRA,DF,Chelsea,22,2001,9,8,725,8.1,0,0,0,0,0,0,1,0,0.8,0.8,0.5,1.3,9,45,1,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16,Matches,06df8256,5,1,20.0,0.62,0.12,0.0,0.0,7.2,0,0.16,-0.8,-0.8,590,658,89.7,10738,3848,225,248,90.7,317,338,93.8,44,62,71.0,0.2,-0.5,3,36,5,0,12,1.49,11,0,0,0,1,0,0.0,0,0,0,0,0,0,13,7,9,4,0,9,69.2,4,3,1,13,26,30,1,728,81,7,728,0,0.0,2,100.0,496,0,1,1,529
40,Leon Bailey,JAM,FWMF,Aston Villa,25,1997,29,23,1735,19.3,4,3,7,4,0,0,4,0,4.9,4.9,3.6,8.5,76,26,166,0.21,0.16,0.36,0.21,0.36,0.25,0.19,0.44,0.25,0.44,Matches,3a233281,46,13,28.3,2.39,0.67,0.09,0.31,18.1,2,0.11,-0.9,-0.9,309,495,62.4,5001,1216,170,219,77.6,90,142,63.4,34,71,47.9,4.0,-0.6,24,18,19,14,51,2.64,33,2,8,2,0,5,0.26,3,0,0,2,0,0,11,5,4,6,1,3,20.0,12,12,12,5,16,10,0,728,13,76,728,34,35.8,50,52.6,467,33,42,51,509
41,Stefan Bajcetic,ESP,MF,Liverpool,18,2004,11,6,526,5.8,1,0,1,1,0,0,2,0,0.8,0.8,0.4,1.2,10,24,1,0.17,0.0,0.17,0.17,0.17,0.13,0.06,0.2,0.13,0.2,Matches,32e8417f,6,3,50.0,1.03,0.51,0.17,0.33,24.5,0,0.13,0.2,0.2,200,258,77.5,3227,694,98,118,83.1,74,89,83.1,18,29,62.1,0.5,-0.4,4,17,7,1,13,2.22,8,1,2,2,0,1,0.17,0,0,1,0,0,0,9,6,5,3,1,8,29.6,19,7,7,9,18,4,0,324,6,5,324,7,43.8,4,25.0,175,0,7,6,204
42,Patrick Bamford,ENG,FW,Leeds United,29,1993,24,14,1245,13.8,3,2,5,3,0,1,2,0,6.9,6.1,0.9,7.0,15,20,82,0.22,0.14,0.36,0.22,0.36,0.5,0.06,0.56,0.44,0.51,Matches,93feac6e,40,14,35.0,2.89,1.01,0.08,0.21,14.6,1,0.15,-3.9,-3.1,198,277,71.5,2098,468,141,178,79.2,31,50,62.0,2,6,33.3,0.6,1.1,10,17,8,0,22,1.59,14,0,1,3,1,5,0.36,4,0,1,0,0,0,9,6,0,6,3,4,23.5,13,11,6,5,14,12,0,458,17,67,457,9,32.1,16,57.1,238,11,47,16,318
43,Shandon Baptiste,GRN,MF,Brentford,25,1998,18,4,546,6.1,0,1,1,0,0,0,3,1,0.4,0.4,1.0,1.4,8,37,22,0.0,0.16,0.16,0.0,0.16,0.06,0.17,0.23,0.06,0.23,Matches,2886c9b5,4,1,25.0,0.66,0.16,0.0,0.0,15.9,0,0.09,-0.4,-0.4,212,254,83.5,3578,1001,113,127,89.0,77,87,88.5,17,27,63.0,0.5,0.0,9,19,8,2,16,2.64,9,1,2,2,0,3,0.5,2,0,0,0,1,0,12,8,5,5,2,7,43.8,9,8,7,7,19,9,0,326,11,7,326,6,46.2,3,23.1,216,3,16,7,217
44,Harvey Barnes,ENG,FWMF,Leicester City,25,1997,29,28,2356,26.2,10,1,11,10,0,0,2,0,8.0,8.0,2.1,10.1,86,66,235,0.38,0.04,0.42,0.38,0.42,0.3,0.08,0.39,0.3,0.39,Matches,3ea50f67,62,28,45.2,2.37,1.07,0.16,0.36,15.9,0,0.13,2.0,2.0,474,684,69.3,6145,1719,313,401,78.1,120,181,66.3,15,35,42.9,1.8,-1.1,15,33,27,4,52,1.99,37,0,2,5,1,11,0.42,6,0,1,2,1,1,22,13,8,11,3,10,27.8,26,28,27,7,29,9,0,993,11,115,993,21,27.3,47,61.0,629,39,66,36,785
45,Gavin Bazunu,IRL,GK,Southampton,21,2002,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,c91441dc,0,0,,0.0,0.0,,,,0,,0.0,0.0,718,1178,61.0,21528,16289,183,185,98.9,256,263,97.3,278,722,38.5,0.1,-0.1,1,42,1,0,7,0.22,5,2,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,100.0,0,0,0,1,2,24,2,1253,910,0,1253,0,,0,,746,0,0,0,599
46,Mads Bech Sørensen,DEN,DFMF,Brentford,24,1999,4,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,30db8574,0,0,,0.0,0.0,,,,0,,0.0,0.0,7,11,63.6,142,49,3,3,100.0,3,4,75.0,1,4,25.0,0.0,0.0,0,2,0,0,1,4.29,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,0,14,1,0,14,0,,0,,2,0,0,0,5
47,Jan Bednarek,POL,DF,Southampton,27,1996,14,14,1132,12.6,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,4,31,2,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,4115ce4e,7,0,0.0,0.52,0.0,0.0,,15.1,0,0.05,-0.4,-0.4,560,673,83.2,10415,4169,219,256,85.5,274,301,91.0,60,96,62.5,0.2,-0.1,3,25,0,0,7,0.52,5,1,0,0,0,0,0.0,0,0,0,0,0,0,22,16,16,6,0,10,76.9,3,26,8,39,61,51,0,832,125,13,832,1,50.0,1,50.0,426,0,2,1,429
111,Donny van de Beek,NED,MF,Manchester Utd,26,1997,7,2,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,6,20,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Matches,50dc94ce,2,0,0.0,1.08,0.0,0.0,,10.1,0,0.05,-0.1,-0.1,46,61,75.4,502,115,31,34,91.2,8,8,100.0,1,2,50.0,0.1,-0.1,3,0,4,0,6,3.23,6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,1,1,1,1,0,72,1,11,72,2,66.7,1,33.3,39,0,2,2,53
112,Asmir Begović,BIH,GK,Everton,35,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7b4de647,0,0,,0.0,0.0,,,,0,,0.0,0.0,21,30,70.0,584,423,3,3,100.0,10,10,100.0,8,17,47.1,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,33,31,0,33,0,,0,,19,0,0,0,13
113,Armel Bella Kotchap,GER,DF,Southampton,21,2001,22,22,1752,19.5,0,2,2,0,0,0,4,0,1.0,1.0,1.0,2.1,9,36,2,0.0,0.1,0.1,0.0,0.1,0.05,0.05,0.11,0.05,0.11,Matches,a39d11bc,14,2,14.3,0.72,0.1,0.0,0.0,16.1,0,0.07,-1.0,-1.0,681,858,79.4,12713,3901,264,299,88.3,348,386,90.2,62,145,42.8,0.4,1.0,6,31,4,0,14,0.72,7,0,1,2,1,2,0.1,1,0,0,1,0,0,34,15,25,9,0,13,76.5,4,28,16,43,77,97,0,1111,185,21,1111,4,36.4,3,27.3,637,2,9,6,624
114,Saïd Benrahma,ALG,FWMF,West Ham,27,1995,30,20,1833,20.4,5,3,8,1,4,4,0,0,6.7,3.5,3.9,7.4,92,69,208,0.25,0.15,0.39,0.05,0.2,0.33,0.19,0.52,0.17,0.36,Matches,5a04fd92,62,20,32.3,3.04,0.98,0.02,0.05,21.6,5,0.06,-1.7,-2.5,519,684,75.9,7122,1825,324,364,89.0,153,205,74.6,22,56,39.3,2.8,-0.9,42,25,16,9,83,4.07,60,2,11,3,0,5,0.25,4,0,1,0,0,0,20,11,8,6,6,8,33.3,16,16,15,9,29,12,0,944,14,76,940,46,41.1,50,44.6,613,33,50,37,697
